Federative_Unit,NM_MUN,Lula_votes,Lula_per,Jair_votes,Jair_per
Rio Grande do Sul,Santo Antônio Do Palma,730,45.57,872,54.43
Rio Grande do Sul,Santo Antônio Do Planalto,504,28.93,1238,71.07
Rio Grande do Sul,Santo Augusto,4222,47,4761,53
Rio Grande do Sul,Santo Cristo,4545,42.35,6187,57.65
Rio Grande do Sul,Santo Expedito Do Sul,705,38.13,1144,61.87
Rio Grande do Sul,São Borja,19523,55.29,15784,44.71
Rio Grande do Sul,São Domingos Do Sul,790,35.91,1410,64.09
Rio Grande do Sul,São Francisco De Assis,6334,56.13,4950,43.87
Rio Grande do Sul,São Francisco De Paula,5874,48.29,6289,51.71
Rio Grande do Sul,São Gabriel,16921,51.47,15954,48.53
Rio Grande do Sul,São Jerônimo,6458,53.59,5593,46.41
Rio Grande do Sul,São João Da Urtiga,1258,36.33,2205,63.67
Rio Grande do Sul,São João Do Polêsine,703,34.58,1330,65.42
Rio Grande do Sul,São Jorge,434,20.27,1707,79.73
Rio Grande do Sul,São José Das Missões,1091,60.38,716,39.62
Rio Grande do Sul,São José Do Herval,785,51.85,729,48.15
Rio Grande do Sul,São José Do Hortêncio,637,20.42,2483,79.58
Rio Grande do Sul,São José Do Inhacorá,707,36.98,1205,63.02
Rio Grande do Sul,São José Do Norte,8748,55.92,6896,44.08
Rio Grande do Sul,São José Do Ouro,1537,31.62,3324,68.38
Rio Grande do Sul,São José Do Sul,439,26.64,1209,73.36
Rio Grande do Sul,São José Dos Ausentes,832,35.3,1525,64.7
Rio Grande do Sul,São Leopoldo,55941,44.06,71028,55.94
Rio Grande do Sul,São Lourenço Do Sul,12150,44.66,15058,55.34
Rio Grande do Sul,São Luiz Gonzaga,9629,49.14,9966,50.86
Rio Grande do Sul,São Marcos,3147,23.35,10333,76.65
Rio Grande do Sul,São Martinho,1427,35.01,2649,64.99
Rio Grande do Sul,São Martinho Da Serra,986,41.26,1404,58.74
Rio Grande do Sul,São Miguel Das Missões,2458,52.48,2226,47.52
Rio Grande do Sul,São Nicolau,1870,59.03,1298,40.97
Rio Grande do Sul,São Paulo Das Missões,1915,45.13,2328,54.87
Rio Grande do Sul,São Pedro Da Serra,687,25.53,2004,74.47
Rio Grande do Sul,São Pedro Das Missões,679,53.25,596,46.75
Rio Grande do Sul,São Pedro Do Butiá,825,38.21,1334,61.79
Rio Grande do Sul,São Pedro Do Sul,4511,44.78,5562,55.22
Rio Grande do Sul,São Sebastião Do Caí,5087,36.41,8885,63.59
Rio Grande do Sul,São Sepé,7613,57.15,5709,42.85
Rio Grande do Sul,São Valentim,995,38.81,1569,61.19
Rio Grande do Sul,São Valentim Do Sul,436,23.92,1387,76.08
Rio Grande do Sul,São Valério Do Sul,1049,60.53,684,39.47
Rio Grande do Sul,São Vendelino,550,28.62,1372,71.38
Rio Grande do Sul,São Vicente Do Sul,2772,51.67,2593,48.33
Rio Grande do Sul,Sapiranga,18034,36.25,31721,63.75
Rio Grande do Sul,Sapucaia Do Sul,40310,51.15,38501,48.85
Rio Grande do Sul,Sarandi,4968,35.63,8975,64.37
Rio Grande do Sul,Seberi,3257,43.5,4230,56.5
Rio Grande do Sul,Sede Nova,972,48.36,1038,51.64
Rio Grande do Sul,Segredo,2135,47.74,2337,52.26
Rio Grande do Sul,Selbach,1090,29.66,2585,70.34
Rio Grande do Sul,Senador Salgado Filho,633,28.28,1605,71.72
Rio Grande do Sul,Sentinela Do Sul,1613,50.28,1595,49.72
Rio Grande do Sul,Serafina Corrêa,2713,26.05,7702,73.95
Rio Grande do Sul,Sério,741,45.57,885,54.43
Rio Grande do Sul,Sertão,1393,33.79,2730,66.21
Rio Grande do Sul,Sertão Santana,1447,34.25,2778,65.75
Rio Grande do Sul,Sete De Setembro,755,50.67,735,49.33
Rio Grande do Sul,Severiano De Almeida,1114,39.67,1694,60.33
Rio Grande do Sul,Silveira Martins,719,40.21,1069,59.79
Rio Grande do Sul,Sinimbu,2649,46.3,3072,53.7
Rio Grande do Sul,Sobradinho,3717,42.71,4985,57.29
Rio Grande do Sul,Soledade,8329,47.98,9030,52.02
Rio Grande do Sul,Tabaí,1372,43.83,1758,56.17
Rio Grande do Sul,Tapejara,3239,22.57,11109,77.43
Rio Grande do Sul,Tapera,2772,41.91,3842,58.09
Rio Grande do Sul,Tapes,4303,49.23,4437,50.77
Rio Grande do Sul,Taquara,10648,32.92,21697,67.08
Rio Grande do Sul,Taquari,6763,43.75,8695,56.25
Rio Grande do Sul,Taquaruçu Do Sul,1084,46.58,1243,53.42
Rio Grande do Sul,Tavares,1685,49.6,1712,50.4
Rio Grande do Sul,Tenente Portela,4430,53.59,3836,46.41
Rio Grande do Sul,Terra De Areia,2390,39.98,3588,60.02
Rio Grande do Sul,Teutônia,7126,35.9,12726,64.1
Rio Grande do Sul,Tio Hugo,879,41.46,1241,58.54
Rio Grande do Sul,Tiradentes Do Sul,1934,54.66,1604,45.34
Rio Grande do Sul,Toropi,862,39.91,1298,60.09
Rio Grande do Sul,Torres,9196,39.19,14267,60.81
Rio Grande do Sul,Tramandaí,11456,43.42,14928,56.58
Rio Grande do Sul,Travesseiro,701,42.41,952,57.59
Rio Grande do Sul,Três Arroios,653,31.79,1401,68.21
Rio Grande do Sul,Três Cachoeiras,1884,27.94,4858,72.06
Rio Grande do Sul,Três Coroas,4611,31.98,9808,68.02
Rio Grande do Sul,Três De Maio,4957,33.39,9889,66.61
Rio Grande do Sul,Três Forquilhas,1069,46.1,1250,53.9
Rio Grande do Sul,Três Palmeiras,1765,54.85,1453,45.15
Rio Grande do Sul,Três Passos,6966,46.06,8158,53.94
Rio Grande do Sul,Trindade Do Sul,2204,52.07,2029,47.93
Rio Grande do Sul,Triunfo,6826,40.4,10071,59.6
Rio Grande do Sul,Tucunduva,1240,31.46,2701,68.54
Rio Grande do Sul,Tunas,1690,62.92,996,37.08
Rio Grande do Sul,Tupanci Do Sul,436,36.92,745,63.08
Rio Grande do Sul,Tupanciretã,6107,48.4,6510,51.6
Rio Grande do Sul,Tupandi,768,21.16,2862,78.84
Rio Grande do Sul,Tuparendi,1574,26.84,4291,73.16
Rio Grande do Sul,Turuçu,879,33.19,1769,66.81
Rio Grande do Sul,Ubiretama,518,32.31,1085,67.69
Rio Grande do Sul,União Da Serra,267,21.07,1000,78.93
Rio Grande do Sul,Unistalda,923,45.58,1102,54.42
Rio Grande do Sul,Uruguaiana,22803,36.97,38880,63.03
Rio Grande do Sul,Vacaria,11338,31.42,24745,68.58
Rio Grande do Sul,Vale Do Sol,3091,45.63,3683,54.37
Rio Grande do Sul,Vale Real,1348,33.71,2651,66.29
Rio Grande do Sul,Vale Verde,1181,49.6,1200,50.4
Rio Grande do Sul,Vanini,560,33.57,1108,66.43
Rio Grande do Sul,Venâncio Aires,15514,36.25,27288,63.75
Rio Grande do Sul,Vera Cruz,6896,43.36,9009,56.64
Rio Grande do Sul,Veranópolis,3180,20.84,12076,79.16
Rio Grande do Sul,Vespasiano Corrêa,308,16.46,1563,83.54
Rio Grande do Sul,Viadutos,1135,32.34,2375,67.66
Rio Grande do Sul,Viamão,65948,53.47,57395,46.53
Rio Grande do Sul,Vicente Dutra,1279,41.99,1767,58.01
Rio Grande do Sul,Victor Graeff,693,33.38,1383,66.62
Rio Grande do Sul,Vila Flores,625,21.88,2232,78.12
Rio Grande do Sul,Vila Lângaro,506,27.22,1353,72.78
Rio Grande do Sul,Vila Maria,964,31.92,2056,68.08
Rio Grande do Sul,Vila Nova Do Sul,1655,57.65,1216,42.35
Rio Grande do Sul,Vista Alegre,1155,54.95,947,45.05
Rio Grande do Sul,Vista Alegre Do Prata,342,25.24,1013,74.76
Rio Grande do Sul,Vista Gaúcha,991,47.42,1099,52.58
Rio Grande do Sul,Vitória Das Missões,1430,52.27,1306,47.73
Rio Grande do Sul,Westfalia,644,29.69,1525,70.31
Rio Grande do Sul,Xangri-Lá,3186,32.65,6572,67.35
Rondonia,Alta Floresta D'Oeste,3959,28.84,9768,71.16
Rondonia,Alto Alegre Dos Parecis,1989,31.95,4237,68.05
Rondonia,Alto Paraíso,1995,23.74,6410,76.26
Rondonia,Alvorada Do Oeste,2933,35.6,5306,64.4
Rondonia,Ariquemes,10513,20.85,39901,79.15
Rondonia,Buritis,3260,20.71,12479,79.29
Rondonia,Cabixi,1106,31.5,2405,68.5
Rondonia,Cacaulândia,692,23.85,2210,76.15
Rondonia,Cacoal,12437,24.67,37980,75.33
Rondonia,Campo Novo De Rondônia,1499,27.74,3904,72.26
Rondonia,Candeias Do Jamari,4887,37.63,8101,62.37
Rondonia,Castanheiras,862,38.86,1356,61.14
Rondonia,Cerejeiras,1990,20.22,7854,79.78
Rondonia,Chupinguaia,1586,32.12,3352,67.88
Rondonia,Colorado Do Oeste,2606,26.43,7253,73.57
Rondonia,Corumbiara,1524,36.23,2683,63.77
Rondonia,Costa Marques,2425,36.49,4220,63.51
Rondonia,Cujubim,1729,22.91,5818,77.09
Rondonia,Espigão Do Oeste,4212,23.65,13595,76.35
Rondonia,Governador Jorge Teixeira,1540,29.82,3625,70.18
Rondonia,Guajará-Mirim,6838,34.47,13001,65.53
Rondonia,Itapuã Do Oeste,1642,37.51,2736,62.49
Rondonia,Jaru,6813,23.15,22611,76.85
Rondonia,Ji-Paraná,16711,24.53,51415,75.47
Rondonia,Machadinho D'Oeste,4750,29.25,11490,70.75
Rondonia,Ministro Andreazza,1569,34.54,2973,65.46
Rondonia,Mirante Da Serra,2353,37.12,3986,62.88
Rondonia,Monte Negro,1763,24.93,5308,75.07
Rondonia,Nova Brasilândia D'Oeste,2854,27.68,7457,72.32
Rondonia,Nova Mamoré,2897,22.08,10226,77.92
Rondonia,Nova União,1754,43.43,2285,56.57
Rondonia,Novo Horizonte Do Oeste,1849,35.08,3422,64.92
Rondonia,Ouro Preto Do Oeste,5872,28.64,14631,71.36
Rondonia,Parecis,904,39.15,1405,60.85
Rondonia,Pimenta Bueno,4927,24.81,14932,75.19
Rondonia,Pimenteiras Do Oeste,495,34.42,943,65.58
Rondonia,Porto Velho,92636,35.37,169299,64.63
Rondonia,Presidente Médici,3009,26.72,8252,73.28
Rondonia,Primavera De Rondônia,559,25.54,1630,74.46
Rondonia,Rio Crespo,590,25.19,1752,74.81
Rondonia,Rolim De Moura,7669,25.96,21868,74.04
Rondonia,Santa Luzia D'Oeste,1652,34.16,3184,65.84
Rondonia,São Felipe D'Oeste,1075,31.92,2293,68.08
Rondonia,São Francisco Do Guaporé,2574,28.27,6530,71.73
Rondonia,São Miguel Do Guaporé,3998,31.83,8564,68.17
Rondonia,Seringueiras,2468,34.32,4723,65.68
Rondonia,Teixeirópolis,1100,36.81,1888,63.19
Rondonia,Theobroma,1784,31.86,3816,68.14
Rondonia,Urupá,2222,33.54,4402,66.46
Rondonia,Vale Do Anari,1312,28.88,3231,71.12
Rondonia,Vale Do Paraíso,1527,35.22,2808,64.78
Rondonia,Vilhena,10994,22.57,37718,77.43
Roraima,Alto Alegre,2123,26.04,6030,73.96
Roraima,Amajari,1066,22.8,3610,77.2
Roraima,Boa Vista,37412,20.53,144799,79.47
Roraima,Bonfim,2382,31.42,5199,68.58
Roraima,Cantá,2660,27.23,7107,72.77
Roraima,Caracaraí,2729,27.83,7077,72.17
Roraima,Caroebe,1019,19.77,4135,80.23
Roraima,Iracema,1258,29.68,2980,70.32
Roraima,Mucajaí,1991,21.17,7412,78.83
Roraima,Normandia,2526,41.8,3517,58.2
Roraima,Pacaraima,2165,36.07,3838,63.93
Roraima,Rorainópolis,3946,26.68,10843,73.32
Roraima,São João Da Baliza,1223,33.11,2471,66.89
Roraima,São Luiz,1098,27.78,2854,72.22
Roraima,Uiramutã,3530,68.2,1646,31.8
Santa Catarina,Abdon Batista,774,36.32,1357,63.68
Santa Catarina,Abelardo Luz,3944,40.96,5685,59.04
Santa Catarina,Agrolândia,1325,19.53,5460,80.47
Santa Catarina,Agronômica,658,17.64,3073,82.36
Santa Catarina,Água Doce,1306,29.49,3122,70.51
Santa Catarina,Águas De Chapecó,2068,53.2,1819,46.8
Santa Catarina,Águas Frias,925,42.84,1234,57.16
Santa Catarina,Águas Mornas,1389,27.33,3693,72.67
Santa Catarina,Alfredo Wagner,1823,27.81,4733,72.19
Santa Catarina,Alto Bela Vista,502,33.71,987,66.29
Santa Catarina,Anchieta,1861,44.92,2282,55.08
Santa Catarina,Angelina,1766,41.77,2462,58.23
Santa Catarina,Anita Garibaldi,2695,48,2920,52
Santa Catarina,Anitápolis,910,35.51,1653,64.49
Santa Catarina,Antônio Carlos,1271,17.72,5901,82.28
Santa Catarina,Apiúna,1701,25.82,4886,74.18
Santa Catarina,Arabutã,1023,32.46,2129,67.54
Santa Catarina,Araquari,5399,29.46,12930,70.54
Santa Catarina,Araranguá,12522,30.43,28631,69.57
Santa Catarina,Armazém,1406,25.24,4165,74.76
Santa Catarina,Arroio Trinta,637,24.25,1990,75.75
Santa Catarina,Arvoredo,852,40.86,1233,59.14
Santa Catarina,Ascurra,886,17.5,4176,82.5
Santa Catarina,Atalanta,493,19.95,1978,80.05
Santa Catarina,Aurora,874,19.62,3581,80.38
Santa Catarina,Balneário Arroio Do Silva,3230,37.87,5300,62.13
Santa Catarina,Balneário Barra Do Sul,2303,28.39,5809,71.61
Santa Catarina,Balneário Camboriú,20811,25.43,61035,74.57
Santa Catarina,Balneário Gaivota,2810,35.33,5143,64.67
Santa Catarina,Balneário Piçarras,3833,26.68,10532,73.32
Santa Catarina,Balneário Rincão,3241,34.59,6130,65.41
Santa Catarina,Bandeirante,1122,47.32,1249,52.68
Santa Catarina,Barra Bonita,661,44.87,812,55.13
Santa Catarina,Barra Velha,5028,25.27,14869,74.73
Santa Catarina,Bela Vista Do Toldo,1477,35.31,2706,64.69
Santa Catarina,Belmonte,766,39.67,1165,60.33
Santa Catarina,Benedito Novo,1089,16.28,5600,83.72
Santa Catarina,Biguaçu,14197,34.05,27499,65.95
Santa Catarina,Blumenau,52292,24.72,159256,75.28
Santa Catarina,Bocaina Do Sul,1006,38.98,1575,61.02
Santa Catarina,Bom Jardim Da Serra,1263,44.16,1597,55.84
Santa Catarina,Bom Jesus,984,47.42,1091,52.58
Santa Catarina,Bom Jesus Do Oeste,563,34.69,1060,65.31
Santa Catarina,Bom Retiro,1892,36.9,3236,63.1
Santa Catarina,Bombinhas,3666,28.22,9324,71.78
Santa Catarina,Botuverá,779,20.86,2956,79.14
Santa Catarina,Braço Do Norte,3918,19.17,16518,80.83
Santa Catarina,Braço Do Trombudo,510,18.75,2210,81.25
Santa Catarina,Brunópolis,1022,45.26,1236,54.74
Santa Catarina,Brusque,16877,21.4,61992,78.6
Santa Catarina,Caçador,16465,40.4,24290,59.6
Santa Catarina,Caibi,1176,28.45,2957,71.55
Santa Catarina,Calmon,1518,65.71,792,34.29
Santa Catarina,Camboriú,12185,27.46,32194,72.54
Santa Catarina,Campo Alegre,1598,20.09,6355,79.91
Santa Catarina,Campo Belo Do Sul,2307,48.03,2496,51.97
Santa Catarina,Campo Erê,3099,54.2,2619,45.8
Santa Catarina,Campos Novos,6977,33.6,13785,66.4
Santa Catarina,Canelinha,1881,25.21,5579,74.79
Santa Catarina,Canoinhas,9995,30.26,23038,69.74
Santa Catarina,Capão Alto,831,36.08,1472,63.92
Santa Catarina,Capinzal,5061,36.32,8873,63.68
Santa Catarina,Capivari De Baixo,4806,33.96,9344,66.04
Santa Catarina,Catanduvas,2539,37.16,4293,62.84
Santa Catarina,Caxambu Do Sul,1879,51,1805,49
Santa Catarina,Celso Ramos,892,41.98,1233,58.02
Santa Catarina,Cerro Negro,1569,60.79,1012,39.21
Santa Catarina,Chapadão Do Lageado,723,31.93,1541,68.07
Santa Catarina,Chapecó,48271,37.15,81666,62.85
Santa Catarina,Cocal Do Sul,2782,24.71,8477,75.29
Santa Catarina,Concórdia,14216,29.48,34006,70.52
Santa Catarina,Cordilheira Alta,1166,34.31,2232,65.69
Santa Catarina,Coronel Freitas,2638,38.66,4185,61.34
Santa Catarina,Coronel Martins,771,46.56,885,53.44
Santa Catarina,Correia Pinto,4202,43.2,5524,56.8
Santa Catarina,Corupá,2108,21.6,7653,78.4
Santa Catarina,Criciúma,33200,27.97,85502,72.03
Santa Catarina,Cunha Porã,1208,16.32,6192,83.68
Santa Catarina,Cunhataí,481,31.88,1028,68.12
Santa Catarina,Curitibanos,9085,38.42,14559,61.58
Santa Catarina,Descanso,2123,36.13,3753,63.87
Santa Catarina,Dionísio Cerqueira,3804,44.48,4749,55.52
Santa Catarina,Dona Emma,744,27.81,1931,72.19
Santa Catarina,Doutor Pedrinho,473,19.23,1987,80.77
Santa Catarina,Entre Rios,1647,69.26,731,30.74
Santa Catarina,Ermo,498,25.76,1435,74.24
Santa Catarina,Erval Velho,936,28.83,2311,71.17
Santa Catarina,Faxinal Dos Guedes,3616,49.72,3657,50.28
Santa Catarina,Flor Do Sertão,695,49.86,699,50.14
Santa Catarina,Florianópolis,148344,46.67,169495,53.33
Santa Catarina,Formosa Do Sul,1009,49.98,1010,50.02
Santa Catarina,Forquilhinha,4531,26.66,12462,73.34
Santa Catarina,Fraiburgo,7517,35.35,13748,64.65
Santa Catarina,Frei Rogério,716,39.36,1103,60.64
Santa Catarina,Galvão,949,42.29,1295,57.71
Santa Catarina,Garopaba,6620,39.36,10197,60.64
Santa Catarina,Garuva,2533,26.45,7045,73.55
Santa Catarina,Gaspar,9881,25.05,29558,74.95
Santa Catarina,Governador Celso Ramos,2785,23.09,9277,76.91
Santa Catarina,Grão-Pará,1028,21.56,3740,78.44
Santa Catarina,Gravatal,1733,23.34,5692,76.66
Santa Catarina,Guabiruba,2805,20.31,11006,79.69
Santa Catarina,Guaraciaba,3011,40.22,4476,59.78
Santa Catarina,Guaramirim,6362,24.55,19548,75.45
Santa Catarina,Guarujá Do Sul,1219,37.35,2045,62.65
Santa Catarina,Guatambú,2663,54.3,2241,45.7
Santa Catarina,Herval D'Oeste,4429,32.89,9037,67.11
Santa Catarina,Ibiam,550,34.99,1022,65.01
Santa Catarina,Ibicaré,649,26.48,1802,73.52
Santa Catarina,Ibirama,2728,23,9134,77
Santa Catarina,Içara,8689,25.94,24810,74.06
Santa Catarina,Ilhota,2049,22.82,6928,77.18
Santa Catarina,Imaruí,3460,45.94,4072,54.06
Santa Catarina,Imbituba,12178,41.34,17277,58.66
Santa Catarina,Imbuia,1079,25.57,3140,74.43
Santa Catarina,Indaial,8038,21.1,30063,78.9
Santa Catarina,Iomerê,544,23.42,1779,76.58
Santa Catarina,Ipira,1294,40.91,1869,59.09
Santa Catarina,Iporã Do Oeste,1891,31.04,4201,68.96
Santa Catarina,Ipuaçu,3010,66.76,1499,33.24
Santa Catarina,Ipumirim,2219,44.32,2788,55.68
Santa Catarina,Iraceminha,874,28.59,2183,71.41
Santa Catarina,Irani,2316,37.04,3936,62.96
Santa Catarina,Irati,846,50,846,50
Santa Catarina,Irineópolis,2285,35.27,4194,64.73
Santa Catarina,Itá,2162,44.85,2658,55.15
Santa Catarina,Itaiópolis,3402,25.43,9974,74.57
Santa Catarina,Itajaí,36138,27.04,97531,72.96
Santa Catarina,Itapema,9269,23.68,29868,76.32
Santa Catarina,Itapiranga,2880,28.57,7199,71.43
Santa Catarina,Itapoá,4073,30.29,9373,69.71
Santa Catarina,Ituporanga,3374,21.07,12643,78.93
Santa Catarina,Jaborá,920,28.42,2317,71.58
Santa Catarina,Jacinto Machado,1845,24.87,5573,75.13
Santa Catarina,Jaguaruna,3275,26.91,8893,73.09
Santa Catarina,Jaraguá Do Sul,23843,22.92,80164,77.08
Santa Catarina,Jardinópolis,553,39.36,852,60.64
Santa Catarina,Joaçaba,4959,27.45,13104,72.55
Santa Catarina,Joinville,81886,23.4,268079,76.6
Santa Catarina,José Boiteux,1331,37.79,2191,62.21
Santa Catarina,Jupiá,827,44.61,1027,55.39
Santa Catarina,Lacerdópolis,438,25.44,1284,74.56
Santa Catarina,Lages,32531,33.06,65883,66.94
Santa Catarina,Laguna,10609,38.66,16836,61.34
Santa Catarina,Lajeado Grande,485,37.83,797,62.17
Santa Catarina,Laurentino,1136,22.38,3941,77.62
Santa Catarina,Lauro Müller,3411,34.75,6405,65.25
Santa Catarina,Lebon Régis,3624,54.46,3030,45.54
Santa Catarina,Leoberto Leal,829,31.21,1827,68.79
Santa Catarina,Lindóia Do Sul,999,33.83,1954,66.17
Santa Catarina,Lontras,1735,23.71,5584,76.29
Santa Catarina,Luiz Alves,1617,19.33,6747,80.67
Santa Catarina,Luzerna,888,20.88,3364,79.12
Santa Catarina,Macieira,682,47.39,757,52.61
Santa Catarina,Mafra,8603,25.23,25493,74.77
Santa Catarina,Major Gercino,696,27.5,1835,72.5
Santa Catarina,Major Vieira,1971,41.14,2820,58.86
Santa Catarina,Maracajá,1717,33.38,3427,66.62
Santa Catarina,Maravilha,4735,29.56,11285,70.44
Santa Catarina,Marema,586,34.13,1131,65.87
Santa Catarina,Massaranduba,2027,18.55,8899,81.45
Santa Catarina,Matos Costa,959,53.37,838,46.63
Santa Catarina,Meleiro,1022,20.06,4072,79.94
Santa Catarina,Mirim Doce,589,30.38,1350,69.62
Santa Catarina,Modelo,1060,36.77,1823,63.23
Santa Catarina,Mondaí,2420,38.86,3807,61.14
Santa Catarina,Monte Carlo,2796,50.22,2772,49.78
Santa Catarina,Monte Castelo,2261,41.28,3216,58.72
Santa Catarina,Morro Da Fumaça,2221,20.08,8841,79.92
Santa Catarina,Morro Grande,492,21.57,1789,78.43
Santa Catarina,Navegantes,13590,29.89,31871,70.11
Santa Catarina,Nova Erechim,1314,39.85,1983,60.15
Santa Catarina,Nova Itaberaba,1652,48.79,1734,51.21
Santa Catarina,Nova Trento,1938,21.52,7066,78.48
Santa Catarina,Nova Veneza,2326,22.77,7889,77.23
Santa Catarina,Novo Horizonte,895,42.3,1221,57.7
Santa Catarina,Orleans,3186,20.62,12264,79.38
Santa Catarina,Otacílio Costa,3681,34.25,7068,65.75
Santa Catarina,Ouro,1395,28.88,3436,71.12
Santa Catarina,Ouro Verde,601,36.45,1048,63.55
Santa Catarina,Paial,804,51.24,765,48.76
Santa Catarina,Painel,870,44.46,1087,55.54
Santa Catarina,Palhoça,38048,34.3,72870,65.7
Santa Catarina,Palma Sola,2308,51.96,2134,48.04
Santa Catarina,Palmeira,854,37.2,1442,62.8
Santa Catarina,Palmitos,2962,29.55,7062,70.45
Santa Catarina,Papanduva,5127,42.69,6883,57.31
Santa Catarina,Paraíso,1477,49.85,1486,50.15
Santa Catarina,Passo De Torres,2049,36.07,3632,63.93
Santa Catarina,Passos Maia,1494,54.89,1228,45.11
Santa Catarina,Paulo Lopes,1894,34.55,3588,65.45
Santa Catarina,Pedras Grandes,754,22.63,2578,77.37
Santa Catarina,Penha,4345,24.88,13120,75.12
Santa Catarina,Peritiba,624,26.74,1710,73.26
Santa Catarina,Pescaria Brava,2615,40.15,3898,59.85
Santa Catarina,Petrolândia,1016,22.11,3579,77.89
Santa Catarina,Pinhalzinho,4943,38.93,7754,61.07
Santa Catarina,Pinheiro Preto,850,35.85,1521,64.15
Santa Catarina,Piratuba,1417,33.16,2856,66.84
Santa Catarina,Planalto Alegre,1218,51.85,1131,48.15
Santa Catarina,Pomerode,4007,19.47,16570,80.53
Santa Catarina,Ponte Alta,1285,39.82,1942,60.18
Santa Catarina,Ponte Alta Do Norte,887,44.11,1124,55.89
Santa Catarina,Ponte Serrada,3163,48.79,3320,51.21
Santa Catarina,Porto Belo,3273,25.71,9455,74.29
Santa Catarina,Porto União,6311,32.26,13254,67.74
Santa Catarina,Pouso Redondo,2201,22.65,7517,77.35
Santa Catarina,Praia Grande,2106,41,3031,59
Santa Catarina,Presidente Castello Branco,298,21.29,1102,78.71
Santa Catarina,Presidente Getúlio,2392,21.38,8798,78.62
Santa Catarina,Presidente Nereu,509,28.82,1257,71.18
Santa Catarina,Princesa,790,37.35,1325,62.65
Santa Catarina,Quilombo,3103,44.88,3811,55.12
Santa Catarina,Rancho Queimado,743,28.37,1876,71.63
Santa Catarina,Rio Das Antas,1221,29.45,2925,70.55
Santa Catarina,Rio Do Campo,1098,24.22,3436,75.78
Santa Catarina,Rio Do Oeste,1412,27.83,3662,72.17
Santa Catarina,Rio Do Sul,9602,23.5,31258,76.5
Santa Catarina,Rio Dos Cedros,1504,20.94,5678,79.06
Santa Catarina,Rio Fortuna,584,15.11,3280,84.89
Santa Catarina,Rio Negrinho,6003,24.22,18782,75.78
Santa Catarina,Rio Rufino,696,37.22,1174,62.78
Santa Catarina,Riqueza,1373,40.99,1977,59.01
Santa Catarina,Rodeio,1598,20.23,6303,79.77
Santa Catarina,Romelândia,1474,44.73,1821,55.27
Santa Catarina,Salete,1243,24.77,3776,75.23
Santa Catarina,Saltinho,1582,61.01,1011,38.99
Santa Catarina,Salto Veloso,874,30.59,1983,69.41
Santa Catarina,Sangão,1404,20.15,5565,79.85
Santa Catarina,Santa Cecília,3865,41.21,5514,58.79
Santa Catarina,Santa Helena,830,43.73,1068,56.27
Santa Catarina,Santa Rosa De Lima,519,31.12,1149,68.88
Santa Catarina,Santa Rosa Do Sul,1723,28.63,4296,71.37
Santa Catarina,Santa Terezinha,1626,29.97,3800,70.03
Santa Catarina,Santa Terezinha Do Progresso,1103,57.27,823,42.73
Santa Catarina,Santiago Do Sul,591,47.58,651,52.42
Santa Catarina,Santo Amaro Da Imperatriz,4902,31.03,10896,68.97
Santa Catarina,São Bento Do Sul,11312,22.41,39161,77.59
Santa Catarina,São Bernardino,1075,52.98,954,47.02
Santa Catarina,São Bonifácio,436,18.62,1906,81.38
Santa Catarina,São Carlos,2538,36.79,4360,63.21
Santa Catarina,São Cristóvão Do Sul,1082,41.79,1507,58.21
Santa Catarina,São Domingos,2627,42.83,3507,57.17
Santa Catarina,São Francisco Do Sul,8921,30.2,20615,69.8
Santa Catarina,São João Batista,3846,21.25,14256,78.75
Santa Catarina,São João Do Itaperiú,571,18.57,2504,81.43
Santa Catarina,São João Do Oeste,1015,23.5,3304,76.5
Santa Catarina,São João Do Sul,1572,28.29,3985,71.71
Santa Catarina,São Joaquim,5871,39.61,8950,60.39
Santa Catarina,São José,54634,36.83,93707,63.17
Santa Catarina,São José Do Cedro,2708,29.35,6519,70.65
Santa Catarina,São José Do Cerrito,3303,53.58,2862,46.42
Santa Catarina,São Lourenço Do Oeste,5486,36.36,9604,63.64
Santa Catarina,São Ludgero,1585,20.35,6204,79.65
Santa Catarina,São Martinho,532,19.03,2263,80.97
Santa Catarina,São Miguel Da Boa Vista,717,50.96,690,49.04
Santa Catarina,São Miguel Do Oeste,8598,34.13,16594,65.87
Santa Catarina,São Pedro De Alcântara,967,27.67,2528,72.33
Santa Catarina,Saudades,2313,35.31,4238,64.69
Santa Catarina,Schroeder,2596,22.69,8845,77.31
Santa Catarina,Seara,5018,43.15,6610,56.85
Santa Catarina,Serra Alta,819,33.69,1612,66.31
Santa Catarina,Siderópolis,2798,32.44,5828,67.56
Santa Catarina,Sombrio,5245,29.28,12668,70.72
Santa Catarina,Sul Brasil,971,46.39,1122,53.61
Santa Catarina,Taió,2350,19.76,9545,80.24
Santa Catarina,Tangará,1506,27.63,3944,72.37
Santa Catarina,Tigrinhos,770,46.81,875,53.19
Santa Catarina,Tijucas,6940,28.3,17585,71.7
Santa Catarina,Timbé Do Sul,998,27.3,2658,72.7
Santa Catarina,Timbó,4883,17.67,22756,82.33
Santa Catarina,Timbó Grande,2070,48.8,2172,51.2
Santa Catarina,Três Barras,4300,37.7,7106,62.3
Santa Catarina,Treviso,1123,35.87,2008,64.13
Santa Catarina,Treze De Maio,940,16.99,4594,83.01
Santa Catarina,Treze Tílias,1127,21.95,4008,78.05
